Time[s],CH1[C],CH2[C],CH3[C],CH4[C],CH5[C],CH6[C],CH7[C],CH8[C]
650,14.9,16.2,17.4,18.6,19.9,21.2,22.5,23.7
660,15,16.2,17.4,18.6,20,21.3,22.6,23.8
670,15,16.2,17.5,18.7,20,21.4,22.7,23.9
680,15,16.3,17.5,18.8,20.1,21.4,22.8,24
690,15.1,16.3,17.6,18.8,20.2,21.5,22.9,24.1
700,15.1,16.4,17.6,18.9,20.2,21.6,22.9,24.2
710,15.1,16.4,17.7,18.9,20.3,21.7,23,24.3
720,15.2,16.4,17.7,19,20.4,21.7,23.1,24.4
730,15.2,16.5,17.8,19,20.4,21.8,23.2,24.4
740,15.2,16.5,17.8,19.1,20.5,21.9,23.3,24.5
750,15.2,16.6,17.9,19.2,20.6,21.9,23.3,24.6
760,15.3,16.6,17.9,19.2,20.6,22,23.4,24.7
770,15.3,16.6,18,19.3,20.7,22.1,23.5,24.8
780,15.3,16.7,18,19.3,20.8,22.1,23.5,24.8
790,15.4,16.7,18.1,19.4,20.8,22.2,23.6,24.9
800,15.4,16.7,18.1,19.4,20.9,22.3,23.7,25
810,15.4,16.8,18.1,19.5,20.9,22.3,23.8,25.1
820,15.4,16.8,18.2,19.5,21,22.4,23.8,25.1
830,15.5,16.8,18.2,19.6,21,22.5,23.9,25.2
840,15.5,16.9,18.3,19.6,21.1,22.5,24,25.3
850,15.5,16.9,18.3,19.6,21.1,22.6,24,25.3
860,15.5,16.9,18.4,19.7,21.2,22.6,24.1,25.4
870,15.6,17,18.4,19.7,21.2,22.7,24.1,25.5
880,15.6,17,18.4,19.8,21.3,22.7,24.2,25.5
890,15.6,17,18.4,19.8,21.3,22.8,24.3,25.6
900,15.6,17.1,18.5,19.9,21.4,22.8,24.3,25.7
910,15.7,17.1,18.5,19.9,21.4,22.9,24.4,25.7
920,15.7,17.1,18.5,19.9,21.5,22.9,24.4,25.8
930,15.7,17.1,18.6,20,21.5,23,24.5,25.9
940,15.7,17.2,18.6,20,21.6,23,24.5,25.9
950,15.7,17.2,18.6,20.1,21.6,23.1,24.6,26
960,15.8,17.2,18.7,20.1,21.7,23.1,24.6,26
970,15.8,17.2,18.7,20.1,21.7,23.2,24.7,26.1
980,15.8,17.3,18.8,20.2,21.7,23.2,24.7,26.1
990,15.8,17.3,18.8,20.2,21.8,23.3,24.8,26.2
1000,15.8,17.3,18.8,20.2,21.8,23.3,24.8,26.2
1010,15.9,17.3,18.8,20.3,21.9,23.4,24.9,26.3
1020,15.9,17.4,18.9,20.3,21.9,23.4,24.9,26.3
1030,15.9,17.4,18.9,20.3,21.9,23.4,25,26.4
1040,15.9,17.4,18.9,20.4,22,23.5,25,26.4
1050,15.9,17.4,18.9,20.4,22,23.5,25.1,26.5
1060,15.9,17.4,19,20.4,22,23.5,25.1,26.5
1070,16,17.5,19,20.5,22.1,23.6,25.1,26.6
1080,16,17.5,19,20.5,22.1,23.6,25.2,26.6
1090,16,17.5,19.1,20.5,22.1,23.7,25.2,26.7
1100,16,17.5,19.1,20.5,22.2,23.7,25.3,26.7
1110,16,17.6,19.1,20.6,22.2,23.7,25.3,26.7
1120,16.1,17.6,19.1,20.6,22.2,23.8,25.3,26.8
1130,16.1,17.6,19.2,20.6,22.3,23.8,25.4,26.8
1140,16.1,17.6,19.2,20.7,22.3,23.8,25.4,26.9
1150,16.1,17.6,19.2,20.7,22.3,23.9,25.5,26.9
1160,16.1,17.7,19.2,20.7,22.4,23.9,25.5,27
1170,16.1,17.7,19.3,20.7,22.4,24,25.5,27
1180,16.1,17.7,19.3,20.8,22.4,24,25.6,27
1190,16.2,17.7,19.3,20.8,22.5,24,25.6,27.1
1200,16.2,17.7,19.3,20.8,22.5,24.1,25.6,27.1
1210,16.2,17.7,19.3,20.9,22.5,24.1,25.7,27.2
1220,16.2,17.8,19.4,20.9,22.5,24.1,25.7,27.2
1230,16.2,17.8,19.4,20.9,22.6,24.1,25.7,27.2
1240,16.2,17.8,19.4,20.9,22.6,24.2,25.8,27.3
1250,16.2,17.8,19.4,20.9,22.6,24.2,25.8,27.3
1260,16.2,17.8,19.4,21,22.6,24.2,25.8,27.3
1270,16.2,17.8,19.4,21,22.7,24.2,25.8,27.4
1280,16.3,17.9,19.5,21,22.7,24.3,25.9,27.4
1290,16.3,17.9,19.5,21,22.7,24.3,25.9,27.4
1300,16.3,17.9,19.5,21,22.7,24.3,25.9,27.4
1310,16.3,17.9,19.5,21.1,22.8,24.3,26,27.5
1320,16.3,17.9,19.5,21.1,22.8,24.4,26,27.5
1330,16.3,17.9,19.6,21.1,22.8,24.4,26,27.6
1340,16.3,17.9,19.6,21.1,22.8,24.4,26.1,27.6
1350,16.3,18,19.6,21.1,22.8,24.5,26.1,27.6
1360,16.3,18,19.6,21.2,22.9,24.5,26.1,27.6
1370,16.3,18,19.6,21.2,22.9,24.5,26.1,27.7
1380,16.4,18,19.6,21.2,22.9,24.5,26.1,27.7
1390,16.4,18,19.7,21.2,22.9,24.5,26.2,27.7
1400,16.4,18,19.7,21.2,23,24.6,26.2,27.7
1410,16.4,18,19.7,21.2,23,24.6,26.2,27.8
1420,16.4,18,19.7,21.3,23,24.6,26.2,27.8
1430,16.4,18,19.7,21.3,23,24.6,26.3,27.8
1440,16.4,18.1,19.7,21.3,23,24.7,26.3,27.8
1450,16.4,18.1,19.7,21.3,23,24.7,26.3,27.9
1460,16.4,18.1,19.7,21.3,23.1,24.7,26.3,27.9
1470,16.4,18.1,19.8,21.3,23.1,24.7,26.4,27.9
1480,16.5,18.1,19.8,21.4,23.1,24.7,26.4,27.9
1490,16.5,18.1,19.8,21.4,23.1,24.7,26.4,28
1500,16.5,18.1,19.8,21.4,23.1,24.8,26.4,28
1510,16.5,18.1,19.8,21.4,23.1,24.8,26.4,28
1520,16.5,18.1,19.8,21.4,23.2,24.8,26.5,28
1530,16.5,18.2,19.9,21.4,23.2,24.8,26.5,28
1540,16.5,18.2,19.8,21.4,23.2,24.8,26.5,28.1
1550,16.5,18.2,19.9,21.5,23.2,24.9,26.5,28.1
1560,16.5,18.2,19.9,21.5,23.2,24.9,26.5,28.1
1570,16.5,18.2,19.9,21.5,23.2,24.9,26.6,28.1
1580,16.5,18.2,19.9,21.5,23.3,24.9,26.6,28.2
1590,16.5,18.2,19.9,21.5,23.3,24.9,26.6,28.2
1600,16.6,18.2,19.9,21.5,23.3,24.9,26.6,28.2
1610,16.6,18.2,19.9,21.5,23.3,25,26.6,28.2
1620,16.6,18.2,19.9,21.6,23.3,25,26.6,28.2
1630,16.6,18.3,20,21.6,23.3,25,26.7,28.3
1640,16.6,18.3,20,21.6,23.3,25,26.7,28.3
1650,16.6,18.3,20,21.6,23.3,25,26.7,28.3
1660,16.6,18.3,20,21.6,23.4,25,26.7,28.3
1670,16.6,18.3,20,21.6,23.4,25,26.7,28.3
1680,16.6,18.3,20,21.6,23.4,25.1,26.7,28.3
1690,16.6,18.3,20,21.6,23.4,25.1,26.8,28.3
1700,16.6,18.3,20,21.6,23.4,25.1,26.8,28.4
1710,16.6,18.3,20,21.7,23.4,25.1,26.8,28.4
1720,16.6,18.3,20,21.7,23.4,25.1,26.8,28.4
1730,16.6,18.3,20.1,21.7,23.4,25.1,26.8,28.4
1740,16.6,18.3,20.1,21.7,23.5,25.1,26.8,28.4
1750,16.6,18.3,20.1,21.7,23.5,25.1,26.8,28.4
1760,16.7,18.4,20.1,21.7,23.5,25.2,26.9,28.5
1770,16.7,18.4,20.1,21.7,23.5,25.2,26.9,28.5
1780,16.7,18.4,20.1,21.7,23.5,25.2,26.9,28.5
1790,16.7,18.4,20.1,21.7,23.5,25.2,26.9,28.5
1800,16.7,18.4,20.1,21.8,23.5,25.2,26.9,28.5
1810,16.7,18.4,20.1,21.8,23.5,25.2,26.9,28.5
1820,16.7,18.4,20.1,21.8,23.5,25.2,26.9,28.5
1830,16.7,18.4,20.1,21.8,23.6,25.2,26.9,28.6
1840,16.7,18.4,20.1,21.8,23.6,25.3,27,28.6
1850,16.7,18.4,20.2,21.8,23.6,25.3,27,28.6
1860,16.7,18.4,20.2,21.8,23.6,25.3,27,28.6
1870,16.7,18.4,20.2,21.8,23.6,25.3,27,28.6
1880,16.7,18.4,20.2,21.8,23.6,25.3,27,28.6
1890,16.7,18.4,20.2,21.8,23.6,25.3,27,28.6
1900,16.7,18.4,20.2,21.8,23.6,25.3,27,28.7
1910,16.7,18.4,20.2,21.8,23.6,25.3,27,28.7
1920,16.7,18.5,20.2,21.9,23.6,25.3,27,28.7
1930,16.7,18.5,20.2,21.9,23.7,25.3,27.1,28.7
1940,16.7,18.5,20.2,21.9,23.7,25.4,27.1,28.7
1950,16.7,18.5,20.2,21.9,23.7,25.4,27.1,28.7
1960,16.8,18.5,20.2,21.9,23.7,25.4,27.1,28.7
1970,16.7,18.5,20.2,21.9,23.7,25.4,27.1,28.7
1980,16.8,18.5,20.2,21.9,23.7,25.4,27.1,28.7
1990,16.8,18.5,20.2,21.9,23.7,25.4,27.1,28.7
2000,16.8,18.5,20.3,21.9,23.7,25.4,27.1,28.8
2010,16.8,18.5,20.3,21.9,23.7,25.4,27.1,28.8
2020,16.8,18.5,20.3,21.9,23.7,25.4,27.2,28.8
2030,16.8,18.5,20.3,21.9,23.7,25.4,27.1,28.8
2040,16.8,18.5,20.3,21.9,23.7,25.4,27.2,28.8
2050,16.8,18.5,20.3,21.9,23.8,25.4,27.2,28.8
2060,16.8,18.5,20.3,22,23.8,25.5,27.2,28.8
2070,16.8,18.5,20.3,21.9,23.8,25.5,27.2,28.8
2080,16.8,18.5,20.3,22,23.8,25.5,27.2,28.8
2090,16.8,18.5,20.3,22,23.8,25.5,27.2,28.8
2100,16.8,18.5,20.3,22,23.8,25.5,27.2,28.9
2110,16.8,18.6,20.3,22,23.8,25.5,27.2,28.9
2120,16.8,18.5,20.3,22,23.8,25.5,27.2,28.9
2130,16.8,18.6,20.3,22,23.8,25.5,27.2,28.9
2140,16.8,18.6,20.3,22,23.8,25.5,27.2,28.9
2150,16.8,18.6,20.3,22,23.8,25.5,27.2,28.9
2160,16.8,18.6,20.3,22,23.8,25.5,27.3,28.9
2170,16.8,18.6,20.3,22,23.8,25.5,27.3,28.9
2180,16.8,18.6,20.4,22,23.8,25.5,27.3,28.9
2190,16.8,18.6,20.3,22,23.8,25.6,27.3,28.9
2200,16.8,18.6,20.4,22,23.9,25.6,27.3,28.9
2210,16.8,18.6,20.4,22,23.8,25.6,27.3,28.9
2220,16.8,18.6,20.4,22,23.9,25.6,27.3,29
2230,16.8,18.6,20.4,22,23.9,25.6,27.3,29
2240,16.9,18.6,20.4,22.1,23.9,25.6,27.3,29
2250,16.8,18.6,20.4,22.1,23.9,25.6,27.3,29
2260,16.9,18.6,20.4,22.1,23.9,25.6,27.3,29
2270,16.9,18.6,20.4,22.1,23.9,25.6,27.3,29
2280,16.9,18.6,20.4,22.1,23.9,25.6,27.3,29
2290,16.9,18.6,20.4,22.1,23.9,25.6,27.3,29
2300,16.9,18.6,20.4,22.1,23.9,25.6,27.4,29
2310,16.9,18.6,20.4,22.1,23.9,25.6,27.4,29
2320,16.9,18.6,20.4,22.1,23.9,25.6,27.4,29
2330,16.9,18.6,20.4,22.1,23.9,25.6,27.4,29
2340,16.9,18.6,20.4,22.1,23.9,25.6,27.4,29
2350,16.9,18.6,20.4,22.1,23.9,25.6,27.4,29
2360,16.9,18.6,20.4,22.1,23.9,25.6,27.4,29
2370,16.9,18.6,20.4,22.1,23.9,25.6,27.4,29.1
2380,16.9,18.6,20.4,22.1,23.9,25.6,27.4,29.1
2390,16.9,18.7,20.4,22.1,23.9,25.7,27.4,29.1
2400,16.9,18.7,20.4,22.1,23.9,25.7,27.4,29.1
2410,16.9,18.7,20.4,22.1,23.9,25.7,27.4,29.1
2420,16.9,18.7,20.4,22.1,24,25.7,27.4,29.1
2430,16.9,18.7,20.4,22.1,24,25.7,27.4,29.1
2440,16.9,18.7,20.5,22.1,24,25.7,27.4,29.1
2450,16.9,18.7,20.5,22.1,24,25.7,27.4,29.1
2460,16.9,18.7,20.5,22.1,24,25.7,27.4,29.1
2470,16.9,18.7,20.5,22.2,24,25.7,27.4,29.1
2480,16.9,18.7,20.5,22.1,24,25.7,27.4,29.1
2490,16.9,18.7,20.5,22.2,24,25.7,27.4,29.1
2500,16.9,18.7,20.5,22.1,24,25.7,27.4,29.1
2510,16.9,18.7,20.5,22.2,24,25.7,27.5,29.1
2520,16.9,18.7,20.5,22.2,24,25.7,27.5,29.1
2530,16.9,18.7,20.5,22.2,24,25.7,27.5,29.1
2540,16.9,18.7,20.5,22.2,24,25.7,27.5,29.1
2550,16.9,18.7,20.5,22.2,24,25.7,27.5,29.1
2560,16.9,18.7,20.5,22.2,24,25.7,27.5,29.2
2570,16.9,18.7,20.5,22.2,24,25.7,27.5,29.2
2580,16.9,18.7,20.5,22.2,24,25.7,27.5,29.2
2590,16.9,18.7,20.5,22.2,24,25.7,27.5,29.2
2600,16.9,18.7,20.5,22.2,24,25.8,27.5,29.2
2610,16.9,18.7,20.5,22.2,24,25.8,27.5,29.2
2620,16.9,18.7,20.5,22.2,24,25.8,27.5,29.2
2630,16.9,18.7,20.5,22.2,24,25.8,27.5,29.2
2640,16.9,18.7,20.5,22.2,24.1,25.8,27.5,29.2
2650,16.9,18.7,20.5,22.2,24,25.8,27.5,29.2
2660,16.9,18.7,20.5,22.2,24,25.8,27.5,29.2
2670,16.9,18.7,20.5,22.2,24,25.8,27.5,29.2
2680,16.9,18.7,20.5,22.2,24.1,25.8,27.5,29.2
2690,16.9,18.7,20.5,22.2,24.1,25.8,27.5,29.2
2700,17,18.7,20.5,22.2,24.1,25.8,27.5,29.2
2710,16.9,18.7,20.5,22.2,24.1,25.8,27.5,29.2
2720,16.9,18.7,20.5,22.2,24.1,25.8,27.5,29.2
2730,16.9,18.7,20.5,22.2,24.1,25.8,27.5,29.2
2740,16.9,18.7,20.5,22.2,24.1,25.8,27.5,29.2
2750,16.9,18.7,20.5,22.2,24.1,25.8,27.5,29.2
2760,17,18.7,20.5,22.2,24.1,25.8,27.6,29.2
2770,16.9,18.7,20.5,22.2,24.1,25.8,27.6,29.2
2780,17,18.7,20.5,22.2,24.1,25.8,27.6,29.2
2790,17,18.7,20.5,22.2,24.1,25.8,27.6,29.3
2800,17,18.7,20.5,22.2,24.1,25.8,27.6,29.3
2810,17,18.7,20.5,22.2,24.1,25.8,27.6,29.3
2820,17,18.8,20.6,22.2,24.1,25.8,27.6,29.3
2830,17,18.7,20.5,22.2,24.1,25.8,27.6,29.3
2840,17,18.7,20.5,22.3,24.1,25.8,27.6,29.3
2850,17,18.8,20.6,22.3,24.1,25.8,27.6,29.3
2860,17,18.7,20.5,22.2,24.1,25.8,27.6,29.3
2870,17,18.8,20.6,22.3,24.1,25.8,27.6,29.3
2880,17,18.8,20.6,22.3,24.1,25.8,27.6,29.3
2890,17,18.7,20.6,22.3,24.1,25.8,27.6,29.3
2900,17,18.8,20.6,22.3,24.1,25.8,27.6,29.3
2910,17,18.8,20.6,22.3,24.1,25.8,27.6,29.3
2920,17,18.8,20.6,22.3,24.1,25.8,27.6,29.3
2930,17,18.8,20.6,22.3,24.1,25.8,27.6,29.3
2940,17,18.8,20.6,22.3,24.1,25.8,27.6,29.3
2950,17,18.8,20.6,22.3,24.1,25.8,27.6,29.3
2960,17,18.8,20.6,22.3,24.1,25.9,27.6,29.3
2970,17,18.8,20.6,22.3,24.1,25.8,27.6,29.3
2980,17,18.8,20.6,22.3,24.1,25.9,27.6,29.3
2990,17,18.8,20.6,22.3,24.1,25.9,27.6,29.3
3000,17,18.8,20.6,22.3,24.1,25.9,27.6,29.3
3010,17,18.8,20.6,22.3,24.1,25.9,27.6,29.3
3020,17,18.8,20.6,22.3,24.1,25.9,27.6,29.3
3030,17,18.8,20.6,22.3,24.1,25.9,27.6,29.3
3040,17,18.8,20.6,22.3,24.1,25.9,27.6,29.3
3050,17,18.8,20.6,22.3,24.1,25.9,27.6,29.3
3060,17,18.8,20.6,22.3,24.1,25.9,27.6,29.3
3070,17,18.8,20.6,22.3,24.1,25.9,27.6,29.3
3080,17,18.8,20.6,22.3,24.1,25.9,27.6,29.3
3090,17,18.8,20.6,22.3,24.1,25.9,27.6,29.3
3100,17,18.8,20.6,22.3,24.1,25.9,27.6,29.3
3110,17,18.8,20.6,22.3,24.1,25.9,27.6,29.3
3120,17,18.8,20.6,22.3,24.1,25.9,27.6,29.3
3130,17,18.8,20.6,22.3,24.1,25.9,27.6,29.3
3140,17,18.8,20.6,22.3,24.2,25.9,27.7,29.4
3150,17,18.8,20.6,22.3,24.2,25.9,27.6,29.3
3160,17,18.8,20.6,22.3,24.1,25.9,27.6,29.3
3170,17,18.8,20.6,22.3,24.2,25.9,27.7,29.4
3180,17,18.8,20.6,22.3,24.2,25.9,27.6,29.4
3190,17,18.8,20.6,22.3,24.2,25.9,27.6,29.3
3200,17,18.8,20.6,22.3,24.2,25.9,27.6,29.4
3210,17,18.8,20.6,22.3,24.2,25.9,27.7,29.4
3220,17,18.8,20.6,22.3,24.2,25.9,27.7,29.4
3230,17,18.8,20.6,22.3,24.2,25.9,27.7,29.4
3240,17,18.8,20.6,22.3,24.2,25.9,27.7,29.4
3250,17,18.8,20.6,22.3,24.2,25.9,27.7,29.4
3260,17,18.8,20.6,22.3,24.2,25.9,27.7,29.4
3270,17,18.8,20.6,22.3,24.2,25.9,27.7,29.4
3280,17,18.8,20.6,22.3,24.2,25.9,27.7,29.4
3290,17,18.8,20.6,22.3,24.2,25.9,27.7,29.4
3300,17,18.8,20.6,22.3,24.2,25.9,27.7,29.4
3310,17,18.8,20.6,22.3,24.2,25.9,27.7,29.4
3320,17,18.8,20.6,22.3,24.2,25.9,27.7,29.4
3330,17,18.8,20.6,22.3,24.2,25.9,27.7,29.4
3340,17,18.8,20.6,22.3,24.2,25.9,27.7,29.4
3350,17,18.8,20.6,22.3,24.2,25.9,27.7,29.4
3360,17,18.8,20.6,22.3,24.2,25.9,27.7,29.4
3370,17,18.8,20.6,22.3,24.2,25.9,27.7,29.4
3380,17,18.8,20.6,22.3,24.2,25.9,27.7,29.4
3390,17,18.8,20.6,22.3,24.2,25.9,27.7,29.4
3400,17,18.8,20.6,22.3,24.2,25.9,27.7,29.4
3410,17,18.8,20.6,22.3,24.2,25.9,27.7,29.4
3420,17,18.8,20.6,22.3,24.2,25.9,27.7,29.4
3430,17,18.8,20.6,22.3,24.2,25.9,27.7,29.4
3440,17,18.8,20.6,22.3,24.2,25.9,27.7,29.4
3450,17,18.8,20.6,22.3,24.2,25.9,27.7,29.4
3460,17,18.8,20.6,22.3,24.2,25.9,27.7,29.4
3470,17,18.8,20.6,22.3,24.2,25.9,27.7,29.4
3480,17,18.8,20.6,22.3,24.2,25.9,27.7,29.4
3490,17,18.8,20.6,22.3,24.2,25.9,27.7,29.4
3500,17,18.8,20.6,22.3,24.2,25.9,27.7,29.4
3510,17,18.8,20.6,22.3,24.2,25.9,27.7,29.4
3520,17,18.8,20.6,22.3,24.2,25.9,27.7,29.4
3530,17,18.8,20.6,22.3,24.2,25.9,27.7,29.4
3540,17,18.8,20.6,22.3,24.2,25.9,27.7,29.4
3550,17,18.8,20.6,22.3,24.2,25.9,27.7,29.4
3560,17,18.8,20.6,22.3,24.2,25.9,27.7,29.4
3570,17,18.8,20.6,22.4,24.2,25.9,27.7,29.4
3580,17,18.8,20.6,22.4,24.2,26,27.7,29.4
3590,17,18.8,20.6,22.4,24.2,26,27.7,29.4
3600,17,18.8,20.7,22.4,24.2,26,27.7,29.4
3610,17,18.8,20.6,22.4,24.2,26,27.7,29.4
3620,17,18.8,20.6,22.3,24.2,25.9,27.7,29.4
3630,17,18.8,20.7,22.4,24.2,26,27.7,29.4
3640,17,18.8,20.7,22.4,24.2,26,27.7,29.4
3650,17,18.8,20.7,22.4,24.2,26,27.7,29.4
3660,17,18.8,20.7,22.4,24.2,26,27.7,29.4
3670,17,18.8,20.6,22.4,24.2,26,27.7,29.4
3680,17,18.8,20.7,22.4,24.2,26,27.7,29.4
3690,17,18.8,20.7,22.4,24.2,26,27.7,29.4
3700,17,18.8,20.7,22.4,24.2,26,27.7,29.4
3710,17,18.8,20.7,22.4,24.2,26,27.7,29.4
3720,17,18.8,20.7,22.4,24.2,26,27.7,29.4
3730,17,18.8,20.7,22.4,24.2,26,27.7,29.4
3740,17,18.8,20.7,22.4,24.2,26,27.7,29.4
3750,17,18.8,20.7,22.4,24.2,26,27.7,29.4
3760,17,18.8,20.7,22.4,24.2,26,27.7,29.4
3770,17,18.8,20.7,22.4,24.2,26,27.7,29.4
3780,17,18.8,20.7,22.4,24.2,26,27.7,29.4
3790,17,18.8,20.7,22.4,24.2,26,27.7,29.5
3800,17,18.8,20.7,22.4,24.2,26,27.7,29.5
3810,17,18.8,20.7,22.4,24.2,26,27.7,29.4
3820,17,18.8,20.7,22.4,24.2,26,27.7,29.4
3830,17,18.8,20.7,22.4,24.2,26,27.7,29.5
3840,17,18.8,20.7,22.4,24.2,26,27.7,29.5
3850,17,18.8,20.7,22.4,24.2,26,27.7,29.5
3860,17,18.8,20.7,22.4,24.2,26,27.7,29.5
3870,17,18.8,20.7,22.4,24.2,26,27.8,29.5
3880,17,18.8,20.7,22.4,24.2,26,27.7,29.5
3890,17,18.8,20.7,22.4,24.2,26,27.7,29.5
3900,17,18.8,20.7,22.4,24.2,26,27.7,29.5
3910,17,18.9,20.7,22.4,24.2,26,27.8,29.5
3920,17,18.8,20.7,22.4,24.2,26,27.7,29.5
3930,17,18.8,20.7,22.4,24.2,26,27.7,29.4
3940,17.1,18.8,20.7,22.4,24.2,26,27.8,29.5
3950,17.1,18.8,20.7,22.4,24.2,26,27.7,29.5
3960,17,18.8,20.7,22.4,24.2,26,27.7,29.5
3970,17.1,18.9,20.7,22.4,24.2,26,27.7,29.5
3980,17,18.9,20.7,22.4,24.2,26,27.8,29.5
3990,17.1,18.9,20.7,22.4,24.2,26,27.8,29.5
4000,17.1,18.9,20.7,22.4,24.2,26,27.7,29.5
4010,17,18.9,20.7,22.4,24.3,26,27.8,29.5
4020,17.1,18.9,20.7,22.4,24.2,26,27.8,29.5
4030,17.1,18.9,20.7,22.4,24.3,26,27.8,29.5
4040,17.1,18.9,20.7,22.4,24.3,26,27.8,29.5
4050,17.1,18.9,20.7,22.4,24.2,26,27.8,29.5
4060,17.1,18.9,20.7,22.4,24.3,26,27.8,29.5
4070,17.1,18.8,20.7,22.4,24.3,26,27.8,29.5
4080,17.1,18.9,20.7,22.4,24.2,26,27.8,29.5
4090,17,18.8,20.7,22.4,24.2,26,27.8,29.5
4100,17,18.8,20.7,22.4,24.2,26,27.8,29.5
4110,17.1,18.9,20.7,22.4,24.3,26,27.8,29.5
4120,17,18.8,20.7,22.4,24.2,26,27.8,29.5
4130,17.1,18.9,20.7,22.4,24.2,26,27.8,29.5
4140,17.1,18.9,20.7,22.4,24.2,26,27.8,29.5
4150,17,18.8,20.7,22.4,24.2,26,27.8,29.5
4160,17.1,18.9,20.7,22.4,24.3,26,27.8,29.5
4170,17.1,18.9,20.7,22.4,24.3,26,27.8,29.5
4180,17.1,18.9,20.7,22.4,24.3,26,27.8,29.5
4190,17.1,18.9,20.7,22.4,24.3,26,27.8,29.5
4200,17.1,18.9,20.7,22.4,24.3,26,27.8,29.5
